overall,vote,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,image,style
4,9,True,"09 21, 2011",AHN1X9XWITFYF,0545346193,Carey,"I like the book, just wish it was larger.  It is targeted more for kids, than aspiring artist, but it still has valuable lessons in it.  I would recommend this book to anyone that is interested in learning how to draw the classic look of the DC characters, since they have now been changed in the ridiculous ""new 52"" event.",It's good,1316563200,,{'Format:': ' Paperback'}
5,,True,"10 4, 2015",A2TGSRD2HCL81Y,0545346193,Dylan,"Love it, very helpful",Five Stars,1443916800,,{'Format:': ' Paperback'}
2,,True,"05 17, 2015",A22TO7LO5I04CL,0545346193,Erin Oliver,this wasn't really what I thought it would be...,Two Stars,1431820800,,{'Format:': ' Paperback'}
5,,True,"05 13, 2015",A1EHGC7RM11TQB,0545346193,Demon,I have always been able to draw what i saw with limits now i can create them from my own imagination.,I have always been able to draw what i saw ...,1431475200,,{'Format:': ' Paperback'}
5,,True,"02 19, 2015",A1YJP532CJMQT,0545346193,Ricky Hammond,My 8 year old Son LOVES this Drawing Book.... LOVES IT!!!!!,Awesome Book...,1424304000,,{'Format:': ' Paperback'}
5,,True,"02 11, 2015",A1BG2P9Y8RCIAZ,0545346193,Lisa NG,Our little artist loves this kit.,Five Stars,1423612800,,{'Format:': ' Paperback'}
5,,True,"01 28, 2015",A2T6UJ8K87W4HU,0545346193,JanetD,This was a Christmas present for a nephew who loves to draw and he loves superheroes.  He was very happy with his gift!,He was very happy with his gift,1422403200,,{'Format:': ' Paperback'}
3,2,True,"01 18, 2015",A2NKECPWN20YAQ,0545346193,Denine,"The quality of the book is awesome. I gave it a 3 star review because, This is a book for someone who is more advanced than a beginner. You can trace mostly. It lacks instructions for the comic book drawing beginner.","Not for beginners, however great for the comic book lovers.",1421539200,,{'Format:': ' Paperback'}
5,,True,"01 12, 2015",A9V7MUGGFFT7R,0545346193,Monique K.,Awesome book,Five Stars,1421020800,,{'Format:': ' Paperback'}
5,,True,"01 4, 2015",AR4T6MHMX375H,0545346193,Tater,love this delivered on time,Five Stars,1420329600,,{'Format:': ' Paperback'}
5,,True,"11 29, 2014",A2PU5WLK5270D2,0545346193,J. Martinez,"Awesome. Starts of by showing basic stick figures and then adding more details first. Outstanding book and I would
highly recommend to anyone looking to learn the DC way to draw heroes!!!",Awesome. Starts of by showing basic stick figures and ...,1417219200,,{'Format:': ' Paperback'}
5,2,True,"11 5, 2013",A20IB5KQKH7CCB,0545561647,MissCindypieO,fun stuff for the kid.. kind of messy but.. still lots of fun for them.. my kid is good at crafts so she made three dogs right away..,fun stuff,1383609600,,{'Format:': ' Product Bundle'}
5,55,False,"10 16, 2013",A29MXJTBLR1Y46,0545561647,luvmodern,"My daughter is a huge fan of Klutz books and couldn't wait to get her hands on Pom-Pom Puppies. She made a Chihuahua, a Dalmation and a few mutts and they're getting cuter and cuter. The directions are really good (it can be challenging for an 8 year old to cut the yarn). I highly recommend this as a present to any kid who loves dogs, the results are really cute.",My Daughter Adores this Book,1381881600,"['https://images-na.ssl-images-amazon.com/images/I/81ffFikS0uL._SY88.png', 'https://images-na.ssl-images-amazon.com/images/I/6184eSuqIWL._SY88.png']",{'Format:': ' Product Bundle'}
5,50,True,"10 7, 2013",AZQQI7C36YF1G,0545561647,J. Patton,"My daughter just turned 6 and spotted this at a Scholastic book fair. I bought it for a birthday present, and so far we've made one puppy. It is definitely a collaborative effort at this age, though she can do a lot of the work -- trimming the pom poms, gluing, etc. The directions are clear, the photos are adorable and the materials are of good quality. We will definitely have to get more glue -- I think we've used half a tube on one project -- but I think it's just basic white school glue. So far, it's a big hit -- and fun for grown-ups, too!","So far, so cute!",1381104000,,{'Format:': ' Product Bundle'}
3,,True,"12 9, 2017",A1NRMZA5YUGW3Y,0545561647,Marci Rinehart,The concept for this is great but even I had a hard time with these. ,Cute idea,1512777600,,{'Format:': ' Product Bundle'}
5,,True,"10 23, 2017",A2LBN1U2ZSOOZU,0545561647,Kelly A. Kearns,This kit is so cute.  I have given it as gifts to two of my nieces!,Five Stars,1508716800,,{'Format:': ' Product Bundle'}
1,,True,"10 22, 2017",AR1CNW7TN6HNY,0545561647,K.  Romaner,"Horrible!
Nothing more to say
Would give zero stars if possible",Horrible! Nothing more to say Would give zero stars ...,1508630400,,{'Format:': ' Product Bundle'}
2,,True,"10 21, 2017",A243M6TBOHSP4H,0545561647,Ginger L. Ryall,"I sent this product to my granddaughter. The pom-pom maker comes in two parts and is supposed to snap together to create the pom-poms. However, both parts were the same making it unusable. If you can't make the pom-poms the kit is useless. Since this was sent as a gift, I do not have it to return. Very disappointed.",Faulty Product,1508544000,,{'Format:': ' Product Bundle'}
5,,True,"10 11, 2017",A2SITMHP0VTUIN,0545561647,Ruben P. Kim,Great product and clear instructions.,Five Stars,1507680000,,{'Format:': ' Product Bundle'}
3,,False,"08 20, 2017",A3N0QZZPFPOTR4,0545561647,momofkidsanddogs,"This kit was very frustrating and not at all something my 7-year-old could do on her own. The puppy turned out cute, but nothing like the photo. We also ran out of yarn, mid-project. The puppy took about 2 hours to complete.",but nothing like the photo,1503187200,,{'Format:': ' Product Bundle'}
4,,True,"08 18, 2017",A3C6T1060AMN0R,0545561647,Holly Cruse-Shepherd,"I'm 32 and really need a hobby, so I bought this kit. The instructions were easy to follow, my only tips are to have more yarn (I ran out of black on the first puppy) and use a hot glue gun. I did this based on other reviews, didn't even mess with the glue that was included.",Need more yarn & a hot glue gun,1503014400,['https://images-na.ssl-images-amazon.com/images/I/718eZpbiTWL._SY88.jpg'],{'Format:': ' Product Bundle'}
2,,True,"08 8, 2017",A1U4NOUWOCP8H2,0545561647,GW,"At age 31 I found these very difficult to make, I can't imagine how an 8 year old would do it by themselves.",At age 31 I found these very difficult to make ...,1502150400,,{'Format:': ' Product Bundle'}
2,,True,"08 2, 2017",A2LSN49OTWTU78,0545561647,W. Armstrong,"I double checked the contents to make sure everything was there but this was intended as a gift. The kit had obviously been opened and the packaging ripped. So it looks used and secondhand, which makes it a bit tacky to give as a gift. And as the instruction book is attached to the box, I can't repackage it myself. I'm giving it two stars because the kit does look fun bit in this case, it was a waste of money for me.",Box wasn't new,1501632000,,{'Format:': ' Product Bundle'}
3,,True,"07 31, 2017",A2O6VH77ZMZCAQ,0545561647,Amazon Customer,It's a cute project idea with easy to follow instructions. The pom pom maker works well and the materials seem quality. There is WAY too little yarn and other materials though. You can make two or three dogs tops depending on the colors you want to use and then you have to go searching for more yarn.,It's a cute project idea with easy to follow instructions,1501459200,,{'Format:': ' Product Bundle'}
4,,True,"07 25, 2017",A3I81XCUEJ75RN,0545561647,Doc Margy,We had a great time with this craft set.,Four Stars,1500940800,,{'Format:': ' Product Bundle'}
1,,True,"07 17, 2017",AWUPAM7C4GTWZ,0545561647,Jason,Incomplete kit!  Very disappointing!,INCOMPLETE KIT!,1500249600,,{'Format:': ' Product Bundle'}
1,,True,"07 4, 2017",A1CVNDBISROIAP,0545561647,Gaby U.,Incomplete set. Was missing the bead eyes the felt and a couple other things i was excited but was highly dissappointed that i was unable to do them,Incomplete,1499126400,,{'Format:': ' Product Bundle'}
4,,True,"06 10, 2017",A3RG3MC3E9EU1W,0545561647,R. Hughes,Nieces loved it.,Four Stars,1497052800,,{'Format:': ' Product Bundle'}
5,,True,"06 3, 2017",A1APR7NZTD7AQB,0545561647,Maria Beatriz Alessi,Kit and instructions make easy to learn the process. A basic video would be a nice resource as well.,Five Stars,1496448000,,{'Format:': ' Product Bundle'}
2,,True,"05 28, 2017",A2DOZ7ZQBMOQ2D,0545561647,M,Hard to put together.,"Cute idea, hard to do",1495929600,,{'Format:': ' Product Bundle'}
5,,True,"05 9, 2017",A3UIANT9G4O9FO,0545561647,Kandi Esslinger,"Great product. Took a little practice and time, but after you get the hang of it. It turns into a cute cuddly little friend. Mine didn't turn out exactly like the picture, but it adds a taste of your own sense of style. They are super cute and comes with everything it says it will.",Awesome,1494288000,,{'Format:': ' Product Bundle'}
1,,True,"05 4, 2017",A3OG7VNLL84IU,0545561647,Amazon Customer,Do not buy! They look cute. But my daughters could not do this on their own. It took a couple of adults reading the directions (multiple times) do be able to put only 1/2 of one together. It took so long that even I was over it. Ridiculous product!,Do not buy! They look cute. But my ...,1493856000,,{'Format:': ' Product Bundle'}
5,,True,"04 27, 2017",ALUX652JZJX1R,0545561647,Claudia J.,This is a fun craft project! I just wish I could buy refills of the collars and other add ons!,This is a fun craft project,1493251200,,{'Format:': ' Product Bundle'}
3,,True,"04 8, 2017",AQPRNOTQZVD62,0545561647,shopeen,Super cute but I ended up doing them myself. Too hard for my 6 yr old to do. Not sure what the age is on it...,Too hard for 6 yr old,1491609600,,{'Format:': ' Product Bundle'}
5,,True,"04 7, 2017",A2HHNO2T382683,0545561647,Rosemarie Reinman,Great item arrived in record time.  Birthday present for my granddaughter.  She love them.,Five Stars,1491523200,,{'Format:': ' Product Bundle'}
5,,True,"03 16, 2017",A2Q80KMX66E5BW,0545561647,Aelyn,Super cute crafts! My 10 and 12 year olds created darling puppies all by themselves.,Super cute!!,1489622400,,{'Format:': ' Product Bundle'}
3,2,True,"03 7, 2017",A33ESKAGJX0BC5,0545561647,Showmefirst,"I ran out of yarn, actually ran short while making the second Pom Pom for one dog. Don't even bother with the glue, just use your own from the start (Klutz is useless). The carrier is okay but too small so useless. The idea and presentation is charming and if easier it would be terrific for a slumber party! I wonder if there is an easier way to make a Pom Pom?",So promising but doesn't deliver,1488844800,,{'Format:': ' Product Bundle'}
5,,True,"03 4, 2017",A2D0AVXUJVHK1T,0545561647,Honest purchaser,Awesome gift,Five Stars,1488585600,,{'Format:': ' Product Bundle'}
3,3,True,"03 1, 2017",A1ZVZXZGOQAXUD,0545561647,MMC70,"It's okay. I would rate it as 10 and up . . . . it isn't easy to apply the ears and eyes and have them stay. It's definitely something that has to go on a shelf untouched after making. The yarn that comes with it will not make up many of these, so be prepared to go buy more yarn.",it isn't easy to apply the ears and eyes and have them ...,1488326400,,{'Format:': ' Product Bundle'}
3,,True,"02 24, 2017",A3UOSAXS8BM79N,0545561647,Karthik L,"This is a bit difficult. There are too many steps and we have to go back and forth to put the head , body together. If you are looking for something easy and fun , don't buy this. It will get you all wound up.",Did not like it,1487894400,,{'Format:': ' Product Bundle'}
2,,True,"02 23, 2017",A1I9B6F4Z82EJR,0545561647,Sagefemme,"Not very easy, just lots of yarn. Maybe for a 10 year old.",looks cuter that it is,1487808000,,{'Format:': ' Product Bundle'}
5,,True,"02 21, 2017",A74I9RE63LWLR,0545561647,Marti,Totally loved this kit! Easy enough to do.,Love it!,1487635200,,{'Format:': ' Product Bundle'}
5,,True,"02 18, 2017",A2U2QDVHGTE3Q5,0545561647,superbzmom,This is a fantastic product!  I highly recommend it for pretty much ANY age!,Great product!  Darling puppies!,1487376000,,{'Format:': ' Product Bundle'}
5,,True,"02 18, 2017",A1T2DNKLHYWP80,0545561647,Joan Parker,I ordered this for my granddaughter for Christmas and she loved it very much.,Pom Pom Puppies,1487376000,,{'Format:': ' Product Bundle'}
5,,True,"02 15, 2017",A37XNWFLWAZZ0B,0545561647,Inspired,Soooo cute and so much fun!  My non crafty husband made a puppy with each of my children (4 and 5) at Christmas and they turned out to be adorable and are still holding up!,Adorable and fun to make!,1487116800,,{'Format:': ' Product Bundle'}
5,,True,"02 7, 2017",AUJEOOAY70TXW,0545561647,C.,This gift was loved and the recipient created some very adorable little creatures using this kit!,Great!,1486425600,,{'Format:': ' Product Bundle'}
5,,True,"02 4, 2017",ACGZJB74QLDMA,0545561647,NJD,My niece has had so much fun with this.  She loves it.,Fun for a little girl,1486166400,,{'Format:': ' Product Bundle'}
5,,True,"01 27, 2017",A2ZJNB1VPAAR8C,0545561647,Amazon Customer,This is really fun.,Five Stars,1485475200,,{'Format:': ' Product Bundle'}
5,,True,"01 22, 2017",A2PTTZQ8UFQ78C,0545561647,Kindle Customer,Great craft day fun!,Fun,1485043200,,{'Format:': ' Product Bundle'}
5,,True,"01 22, 2017",A3LJ5XMQAZ3RMO,0545561647,Beth Ann,"Really cute!!! My 9yr old and I have made lots of pom poms. Best of all, theres no mess to clean up and it could be done in the car, etc too.  Love it!","Great craft, not too hard or time consuming, NO MESS! ",1485043200,,{'Format:': ' Product Bundle'}
2,,False,"01 21, 2017",A22E6809OJVHYD,0545561647,Daphne M. Caldwell,"Cute idea, and the basic steps make sense are are easy to follow if a parent works with the kid. I gave a low review because although my child was excited to take part in this, they get bored when you are doing the work ( trust me you will have to, my kid is in first grade) and the glue provided SUCKS. It's basically Elmers glue and it's just not enough to keep everything together. I can't keep the ears or anything to dry and stay on without falling off. I would recommend hot glue.",and the basic steps make sense are are easy to follow if a parent works with the kid,1484956800,,{'Format:': ' Product Bundle'}
1,,True,"01 17, 2017",A3SCMMOUFRA9VK,0545561647,carole jordan,BOOO  UNLES YOU ARE PATIENT KNOW HOW TO MEASURE I DIDN'T HAVE THE PATIENCE NEITHER DID MY DAUGHTER.  BORING UNLESS YOU ARE A CRAFT PERSON WHICH I AM NOT.,BORING UNLESS YOU ARE A CRAFT PERSON WHICH I AM ...,1484611200,,{'Format:': ' Product Bundle'}
4,,True,"01 15, 2017",A18T2S1Z2XJWHQ,0545561647,Amazon Customer,Had to help my 10 year old with the instructions.,Four Stars,1484438400,,{'Format:': ' Product Bundle'}
5,,False,"01 14, 2017",A27OP3TOSQXHRG,0545561647,Cohen Family,"I was skeptical, but my 9 year old has had so much fun with this kit and it was her favorite Christmas present.  She pretty much made the puppies herself with minimal help from me, though I did hot glue some ears rather than use the included glue.  Only downside is the cuttings can be messy, but really wonderful instructions, well-made supplies, and can be used for many years---and maybe even making different animals if you are creative.  Highly recommend for artsy, determined 9 year olds!  I actually want to try to make one myself they are so darn cute.",Awesome and well-designed for 9 year olds,1484352000,,{'Format:': ' Product Bundle'}
5,,True,"01 10, 2017",A99LHE8AEJ49,0545561647,Sandra Anfinson,Very cute and very well designed. Makes adorable puppies.,Makes adorable puppies.,1484006400,,{'Format:': ' Product Bundle'}
5,,True,"01 5, 2017",A2K5A1YC8SG6R8,0545561647,Amazon Customer,"Who doesn't love puppies. Great instructions, pictures. Fun.",Five Stars,1483574400,,{'Format:': ' Product Bundle'}
5,,True,"12 28, 2016",A1N5W56XX6AI8T,0545561647,Act II Books Puppets,Good stocking stuffer.,Five Stars,1482883200,,{'Format:': ' Product Bundle'}
5,,True,"12 21, 2016",AL4FEO5P4ZP4S,0545561647,Eez rants and raves,My 10 year old niece loved this!,Five Stars,1482278400,,{'Format:': ' Product Bundle'}
5,,False,"12 21, 2016",A1CL3SRDUAW7SK,0545561647,sparks,"I purchased this for my niece's 6th birthday, after her mom told me she'd seen it in a store and been interested. This is definitely a craft that needs adult assistance. Even for a bit older kids (9-10) who might be able to handle all the instructions on their own, there are parts where it's just easier to have a second person to help interpret the directions as the other person does the steps. I helped make the first puppy-- we figured out the directions for making the pom-poms without too much difficulty. Getting it the right shape can take a bit of trial-and-error, but it ends up looking fine even if the ""legs"" aren't as distinct, etc. The puppies are not a super sturdy toy, since they are glued together, but are cute for gently play or as decorations. I'd probably give 4.5 stars if that was an option, just due to that and the directions being a little tricky at first.","but it ends up looking fine even if the ""legs"" aren't as distinct",1482278400,,{'Format:': ' Product Bundle'}
5,,True,"12 21, 2016",AVMSTYQXSOFD4,0545561647,Amazon Customer,Great product!  Arrived on time.,Five Stars,1482278400,,{'Format:': ' Product Bundle'}
4,,True,"12 20, 2016",A1NMUF6UX4VBS2,0545561647,earthangel561,Not as easy as it looks,Would not buy again.,1482192000,,{'Format:': ' Product Bundle'}
5,,True,"12 18, 2016",A2ZG05OPYD6VX,0545561647,wij,Kids totally enjoyed making this. This is perfect for a rainy day stuck in the house.,Five Stars,1482019200,,{'Format:': ' Product Bundle'}
5,,True,"12 9, 2016",APLGM0JX87IZV,0545561647,Amazon Customer,It came quickly and not damaged. It's cute you can look inside of the book without opening the package. My little sister is gonna love it.,Good idea for a gift,1481241600,"['https://images-na.ssl-images-amazon.com/images/I/71YcxJNcUUL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/714vThwA6tL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/81goUvObReL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71pRtmXsfsL._SY88.jpg']",{'Format:': ' Product Bundle'}
5,,True,"12 2, 2016",A1J5B6D83X883K,0545561647,anthony cangialosi,kids had fun with it,Five Stars,1480636800,,{'Format:': ' Product Bundle'}
1,,True,"11 28, 2016",A2LBG65KRQJ6F8,0545561647,Amazon Customer,"This is a Joke! My daughter 9 & 18 did this together, it took them over 2 hrs. and it looked NOTHING like it should have!",and it looked NOTHING like it should have,1480291200,,{'Format:': ' Product Bundle'}
4,,True,"11 13, 2016",A1T0YD3XMAEOCE,0545561647,Amazon Customer,It's cute but a little tedious to do.,Four Stars,1478995200,,{'Format:': ' Product Bundle'}
5,,True,"11 1, 2016",A2NETUE76V8M0P,0545561647,Abby,"I purchased this so my kids could make gifts for others - and it turned out awesome.  So adorable, the brown puppy turned out the best for us.  It took a bit to get the hang of it, but went fast after they knew what they were doing.",So adorable.,1477958400,,{'Format:': ' Product Bundle'}
4,4,True,"10 15, 2016",A3AGNM3G7FGML6,0545561647,Sue B.,"Yes, these are ridiculously cute. Yes, they are fun for kids and adults. Yes, it requires the help of adults. So here's my review on the logistics:  It was quite time consuming for the grooming, styling and getting the shaping right. Trimming the pom poms can get messy. Expect a pile of yarn fur everywhere. Make sure you have comfortable scissors - cutting the yarn down the middle when making the pom pom definitely required some elbow grease. Tuck the eyes as deep as possible into the fur, or else the puppy will look bugged eye. Also, I scanned the paper punch-outs of accessories to print for future use so I won't ""run out."" There's not enough yarn to make all the pups, the white yarn included in the kit was exactly enough to make one pomeranian. The pups didn't fit into the paper dog carrier - I think you have to trim it down a lot more.",Use comfortable scissors.,1476489600,['https://images-na.ssl-images-amazon.com/images/I/71XQY1SgpoL._SY88.jpg'],{'Format:': ' Product Bundle'}
5,,True,"10 9, 2016",AQAD59MRDZSZR,0545561647,chrissy m,"Easy enough to make, very adorable, but fragile, not good for little kids. I had to hot glue the head and body together, because they kept coming apart with the glue they give you. You can mix & match colors to make a dog however you'd like. My border collie is tri color so instead of black & white, I used all the colors they sent.",Easy enough to make,1475971200,,{'Format:': ' Product Bundle'}
3,,True,"09 15, 2016",A35AKQE3OA236R,0545561647,Sookie,"This is too hard and for my 8.5 year old to do on her own and even with supervision it was frustrating. She knows how to make pompoms without this kit, so I was surprised that it was hard for her.  She waited 2 years for me to get it for her so it was a bit of a disappointment.  I packed it away for another time.  The quality is good, instructions are decent... so hoping in a few months we can try again with more success.",Cute but a little difficult,1473897600,,{'Format:': ' Product Bundle'}
2,,True,"09 8, 2016",A15ZK2OCMOD30J,0545561647,stefanie,this was a gift for my daughter.  I found it difficult to use,Two Stars,1473292800,,{'Format:': ' Product Bundle'}
3,,True,"09 6, 2016",A154TMSWJ2MVUD,0545561647,Bancha,niece love these,Three Stars,1473120000,,{'Format:': ' Product Bundle'}
5,,True,"08 26, 2016",A2K2CO6HPBP86P,0545561647,Kruegs007,Kids from 4-11 used these on a family vacation. Had them occupied for a couple hours. Adults were chomping at the bit to leave to do vacation activities.,Kids from 4-11 used these on a family vacation. ...,1472169600,,{'Format:': ' Product Bundle'}
3,,True,"08 18, 2016",A2W39PM1H0KJXM,0545561647,Lis,I found the directions difficult,Three Stars,1471478400,,{'Format:': ' Product Bundle'}
4,4,True,"08 18, 2016",A3L15LPL724Q67,0545561647,Christina B,My 9 year old daughter couldn't wait to make puppies with this! We made the Yorkie. Easy to follow instructions. Turned out very cute!,Cute and fun!,1471478400,['https://images-na.ssl-images-amazon.com/images/I/516mKGBjYEL._SY88.jpg'],{'Format:': ' Product Bundle'}
5,,True,"08 10, 2016",A28ZFMPMX3AHAV,0545561647,kristie,"AWWWW, so cute",Five Stars,1470787200,,{'Format:': ' Product Bundle'}
4,,True,"07 28, 2016",A44DTHZKRCSFU,0545561647,Oncology Nurse,"Once you get the hang of this, even a non-crafty person can make these.  Fun craft to do with a 5 year old!",Fun craft to do with a 5 year old,1469664000,,{'Format:': ' Product Bundle'}
4,,True,"07 18, 2016",AFAP4J75DQ1T5,0545561647,K. Delgado,"This was a present for my 11 year old daughter.  So far we made one puppy.  And yes, Klutz did not include enough yarn.  We can easily buy more yarn, so this isn't a problem, more an annoyance.

Instructions are decent.  Our puppy came out cute.  I don't think she could have done it all alone.  I enjoy crafting, so it was fun to do together.  I am looking forward to making another one with her.",Fun craft to to with older kids,1468800000,,{'Format:': ' Product Bundle'}
2,,True,"07 18, 2016",A37TVITJAX06WW,0545561647,mcp,Rather hard for my 11 year old to do alone.,Two Stars,1468800000,,{'Format:': ' Product Bundle'}
4,,True,"07 8, 2016",A36PXM7NQQIQI7,0545561647,WhiskeyTango,"Really cute, REALLY time consuming and makes a mess. Daughter loves making these but would be better suited for ages 12+",Daughter loves making these but would be better suited for ages 12+,1467936000,,{'Format:': ' Product Bundle'}
5,,True,"07 4, 2016",AZ32NOOC89J08,0545561647,Justin &amp; Jaime,"My daughter loves this kit, definitely worth every penny as she has quit an assortment of puppies to play with. Also make cute gifts.","My daughter loves this kit, definitely worth every penny ...",1467590400,,{'Format:': ' Product Bundle'}
4,,True,"06 29, 2016",A8EWXRNQGWLMN,0545561647,Noe,brings very little wool,Four Stars,1467158400,,{'Format:': ' Product Bundle'}
5,,True,"06 28, 2016",A38HMA2KBNCL3E,0545561647,Benjamin B. Robie,Super cute and fun craft- but it takes a loooooong time to make the pom poms,Five Stars,1467072000,,{'Format:': ' Product Bundle'}
5,,True,"06 16, 2016",A1BZX6WKP1WY1H,0545561647,Marjorie,My daughter thought it was really easy to put these together!  She had fun!,Five Stars,1466035200,,{'Format:': ' Product Bundle'}
4,,True,"04 25, 2016",A3RDTSSG3Q7VDZ,0545561647,cris22oro,As advertised.,Four Stars,1461542400,,{'Format:': ' Product Bundle'}
5,,True,"04 19, 2016",AV47C5P76HQ0G,0545561647,steve locke,"Girls love this kit, would buy this again",Five Stars,1461024000,,{'Format:': ' Product Bundle'}
4,,True,"04 17, 2016",AMLAVYCJTIF7,0545561647,Tiffany Doyle,Bought as a gift & the 11 year old loved it!,Four Stars,1460851200,,{'Format:': ' Product Bundle'}
3,,True,"03 28, 2016",AGZA6VGMJZN3I,0545561647,Amazon Customer,Pom Poms really don't work well other wise great.,3 stars,1459123200,,{'Format:': ' Product Bundle'}
4,,True,"03 26, 2016",A967HLJONFHN7,0545561647,Amazon Customer,Kid like it,Four Stars,1458950400,,{'Format:': ' Product Bundle'}
3,,True,"03 23, 2016",A1UHOQ9Y8YZ4TY,0545561647,Jo,"The instructions were a little tricky to understand, and there weren't quite enough materials included to make some of the dogs.","The instructions were a little tricky to understand, and ...",1458691200,,{'Format:': ' Product Bundle'}
1,,False,"03 20, 2016",A225KQENWGU4FZ,0545561647,Heather J.,It's really annoying because when you click the pink things together it won't stay together so it broke our border collie. Also they don't give you enough yarn to make the chihuahua. So all we could do is us the practice ball. :-(,It's really annoying because when you click the pink things together it ...,1458432000,,{'Format:': ' Product Bundle'}
4,,True,"03 12, 2016",A29OUK5ADXLH9V,0545561647,Isabella Saykally,Fun but complicated,Four Stars,1457740800,,{'Format:': ' Product Bundle'}
5,,True,"03 8, 2016",A25LZ6JBPFL9GE,0545561647,Kindle Customer,Recipient loved this and it looked like fun!,Great gift for 10 year old girl,1457395200,,{'Format:': ' Product Bundle'}
5,,True,"03 3, 2016",A2IFV1B3TSOC6D,0545561647,Amazon Customer,Fun project for a nine year old.,Five Stars,1456963200,,{'Format:': ' Product Bundle'}
4,,True,"02 22, 2016",A3KET7C5J4ACYV,0545561647,Jeremy Reifsnyder,Great product but it takes older than an almost 8 year old to do this craft. It takes two people.  The dogs come out precious though.,Great product but it takes older than an almost 8 ...,1456099200,,{'Format:': ' Product Bundle'}
4,,True,"02 8, 2016",A1SEEKP7LVYT02,0545561647,Cody,8 yr. old grandaughter loved it along with the ideas it gave.  Perfect project for her.,old grandaughter loved it along with the ideas it gave,1454889600,,{'Format:': ' Product Bundle'}
5,,True,"02 3, 2016",A2DVTRVXWGVX6Q,0545561647,Justin Kammer,Cool craft but is a lot of work and quite messy. The puppies are cute but there is a lot to clean up when you're done!,very neat but very messy,1454457600,,{'Format:': ' Product Bundle'}
5,,True,"01 21, 2016",AOSGJTPQXOIBM,0545561647,Yensid17,"wonderful product , keeps my kids busy . My daughter made a YODA for her dad :)","wonderful product, keeps my kids busy",1453334400,,{'Format:': ' Product Bundle'}
4,,True,"01 18, 2016",A2S84INJASGH0H,0545561647,J Hill,Very cute. A bit difficult for my 10 yr old daughter but with a little help she is getting the hang of it. Had to show her how to make the pom poms first and now she is doing okay. Product is very cute but I will say they don't provide enough yarn so be sure to have some extra on hand.,Fun and cute,1453075200,,{'Format:': ' Product Bundle'}
3,2,True,"01 17, 2016",A32SZDP8JHZOZ6,0545561647,ToothDoc,"So cute, but this isn't something that children can do on their own.  The only thing my niece could help with was the gluing on of accessories.  She couldn't even ""fluff"" the fur with the included comb because she was just pulling the yarn out of the pom pom.  Don't advertise as a child's craft if children can't do it from start to finish.  In the end, she was happy with puppy that I made for her...",Too complicated for children to do on their own!,1452988800,,{'Format:': ' Product Bundle'}
5,,True,"01 9, 2016",A3L04KBBKFK2QC,0545561647,Sunshine J,"A Christmas gift for my 8 y/o niece & totally by surprise her 11 y/o sister got the same exact one & she told me she had picked it out for herself.  On Christmas day she sat on the couch & began making a white fluffy poodle  I could tell she was really into it & enjoyed showing us what she did before we sat down for dinner. It was purely a coincidence that both of my grandnieces now have them.  They make really cute & cuddly dogs, they are soft & not difficult to construct. I would purchase it again & highly recommend it to anyone who has a young girl who enjoys doing crafts.",On Christmas day she sat on the couch & began making a white fluffy poodle I could tell she was really into it & enjoyed showing,1452297600,,{'Format:': ' Product Bundle'}
5,,True,"01 5, 2016",ATXO8O46ADHM4,0545561647,Uno,"My daughter got this for Christmas and it was the first thing she wanted to play with. She's nine and fairly adept at crafts, but she did need my help to work her way through the first puppy.  She was amazed when she compared the starting materials (a big shank of yarn), with her end result (a reasonably cute, puffy, chihuahua.) The quality of the yarn is better than I expected, and there is enough to make 4 good size puppies, plus tips on making others if you go buy supplies at the store on your own. It was a good purchase, it kept her attention for a long time and the parts were better quality than I thought we'd get.",Better than expected!,1451952000,,{'Format:': ' Product Bundle'}
4,,True,"01 2, 2016",A2VYCDDP5PCY95,0545561647,S.B,"I purchased this kit as a Christmas gift for my girlfriend, who likes both puppies and crafts.
She absolutely adored it, and immediately set to making herself a pair of little pups.
The instructions are pretty easy to follow, and the end products are darling!
She made a Chihuahua and a Yorkie, so there's enough yarn for at least one single-coloured and one dual-coloured dog, and we're looking forward to using different yarns to make dogs once the yarn in the kit runs out.

We definitely recommend this kit for older children and children-at-heart!",The instructions are pretty easy to follow,1451692800,,{'Format:': ' Product Bundle'}
5,3,True,"12 31, 2015",AELABV9IXGVLT,0545561647,Jazlene sommerfeldt!!!!!!!!!!,"A really fun and creative craft!  This book is full of so many ideas - I especially like the different breeds and suggestions on how to use scrap yarn for spots, etc.  I wouldn't count on this being a craft that your child could do solo, unless they're a tween or older.  My six year-old and I just finished our first pup and it is now adorned in all of the included accessories - tiara, ribbons, and collar.",A really fun and creative craft,1451520000,['https://images-na.ssl-images-amazon.com/images/I/71LTWN20NtL._SY88.jpg'],{'Format:': ' Product Bundle'}
5,,True,"12 30, 2015",A3PRD0CUF65VOK,0545561647,Netter,Fast shipment and great product.  So cute!,Five Stars,1451433600,,{'Format:': ' Product Bundle'}
